gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1250029634	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:694841	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Pinseskoven, Vestamager.	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.6	12.54	5000.0						2015-04-03T02:00Z	3	4	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	694841			CC_BY_NC_4_0		Palle Biehl			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250029520	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:694686	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	pinseskoven	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.6	12.54	5000.0						2015-04-03T02:00Z	3	4	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	694686			CC_BY_NC_4_0		Per Skarin			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250028774	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:693952	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Kramnitse	ab76e54b-a6cf-4024-9e29-30df1e2f6383	54.71	11.25	5000.0						2015-03-10T01:00Z	10	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	693952			CC_BY_NC_4_0		Jesper Rostgaard Christensen			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250025727	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:690773	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Utterslev Mose	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.69	12.53	5000.0						2015-03-19T01:00Z	19	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	690773			CC_BY_NC_4_0		Karsten Schnack			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250025568	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:690522	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Børstingerød Mose	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.87	12.36	5000.0						2015-03-19T01:00Z	19	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	690522			CC_BY_NC_4_0		Emil Blicher Bjerregård			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250025518	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:690507	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Vestamager Pinseskoven	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.6	12.54	5000.0						2015-03-19T01:00Z	19	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	690507			CC_BY_NC_4_0		Palle Biehl			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250025515	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:690502	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Allerød	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.87	12.36	5000.0						2015-03-19T01:00Z	19	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	690502			CC_BY_NC_4_0		Jan F. Rasmussen			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250025513	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:690530	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Ullerød, Hillerød	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.96	12.2	5000.0						2015-03-19T01:00Z	19	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	690530			CC_BY_NC_4_0		Martin Bjerg			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250025512	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:690499	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Tokkekøb Hegn	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.87	12.36	5000.0						2015-03-19T01:00Z	19	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	690499			CC_BY_NC_4_0		Jan F. Rasmussen			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250025487	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:690500	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Tokkekøb Hegn	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.87	12.36	5000.0						2015-03-19T01:00Z	19	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	690500			CC_BY_NC_4_0		Jan F. Rasmussen			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250025482	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:690498	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Tokkekøb Hegn	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.87	12.36	5000.0						2015-03-19T01:00Z	19	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	690498			CC_BY_NC_4_0		Jan F. Rasmussen			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250025479	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:690501	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Allerød Sortemose	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.87	12.36	5000.0						2015-03-19T01:00Z	19	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	690501			CC_BY_NC_4_0		Jan F. Rasmussen			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250025432	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:690526	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Ravnsholt, Allerød	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.87	12.36	5000.0						2015-03-19T01:00Z	19	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	690526			CC_BY_NC_4_0		Emil Blicher Bjerregård			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250025421	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:690404	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Vestamager Pinseskoven	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.6	12.54	5000.0						2015-03-18T01:00Z	18	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	690404			CC_BY_NC_4_0		Palle Biehl			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250025403	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:690512	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Horreby Lyng	ab76e54b-a6cf-4024-9e29-30df1e2f6383	54.767	12.0	5000.0						2015-03-19T01:00Z	19	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	690512			CC_BY_NC_4_0		lPoul Szyska			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250025381	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:690412	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Bøllejungen	ab76e54b-a6cf-4024-9e29-30df1e2f6383	56.04	12.05	5000.0						2015-03-18T01:00Z	18	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	690412			CC_BY_NC_4_0		Erik Steen Larsen			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250025273	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:690429	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Horreby Lyng	ab76e54b-a6cf-4024-9e29-30df1e2f6383	54.767	12.0	5000.0						2015-03-18T01:00Z	18	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	690429			CC_BY_NC_4_0		Poul Szyska			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250025186	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:690150	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Nørresø, Gadevang	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.96	12.36	5000.0						2015-03-17T01:00Z	17	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	690150			CC_BY_NC_4_0		Emil Blicher Bjerregård			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250024897	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:689884	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Uggeløse Skov, Langsødalen	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.87	12.2	5000.0						2015-03-12T01:00Z	12	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	689884			CC_BY_NC_4_0		Allan Bornø Clausen			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250024892	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:689887	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Strøgårdsvang, Grib Skov	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.96	12.36	5000.0						2015-03-12T01:00Z	12	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	689887			CC_BY_NC_4_0		Lars Andersen			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250024643	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:689619	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Strøgårdsvang	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.96	12.36	5000.0						2015-03-12T01:00Z	12	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	689619			CC_BY_NC_4_0		Emil Blicher Bjerregård			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250024405	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:689429	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Grevinge Skov	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.78	11.63	5000.0						2015-03-11T01:00Z	11	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	689429			CC_BY_NC_4_0		Jan F. Rasmussen			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250024400	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:689437	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Strøgårdsvang, Grib Skov	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.96	12.36	5000.0						2015-03-11T01:00Z	11	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	689437			CC_BY_NC_4_0		Martin Bjerg			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250024176	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:689258	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Østerhede, Samsø	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.89	10.68	5000.0						2015-03-11T01:00Z	11	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	689258			CC_BY_NC_4_0		Roland Ebert Jacobsen			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250023820	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:688773	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Arresødal, Frederiksværk	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.95	12.06	5000.0						2015-03-09T01:00Z	9	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	688773			CC_BY_NC_4_0		Lars Andersen			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250023756	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:688694	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Tisvilde Hegn, Bøllejungen	ab76e54b-a6cf-4024-9e29-30df1e2f6383	56.04	12.05	5000.0						2015-03-08T01:00Z	8	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	688694			CC_BY_NC_4_0		Martin Bjerg			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250023748	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:688724	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Magleby SKov	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.42	12.39	5000.0						2015-03-09T01:00Z	9	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	688724			CC_BY_NC_4_0		Klaus Hermansen			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250023747	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:688752	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Bøgelund, Præstevangen	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.96	12.36	5000.0						2015-03-09T01:00Z	9	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	688752			CC_BY_NC_4_0		Emil Blicher Bjerregård			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250023710	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:688769	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Tibberup Holme, Grib Skov	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.96	12.2	5000.0						2015-03-09T01:00Z	9	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	688769			CC_BY_NC_4_0		Martin Bjerg			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250023696	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:688692	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Arresødal, Frederiksværk	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.95	12.06	5000.0						2015-03-08T01:00Z	8	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	688692			CC_BY_NC_4_0		Martin Bjerg			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250023531	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:688578	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Aarsdale	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.09	15.08	5000.0						2014-07-17T02:00Z	17	7	2014	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	688578			CC_BY_NC_4_0		Niels Erik Hildebrandt			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250023501	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:688475	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Magleby Skov	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.42	12.39	5000.0						2015-03-08T01:00Z	8	3	2015	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	688475			CC_BY_NC_4_0		Klaus Hermansen			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250022992	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:687960	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Fasanskoven	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.6	12.54	5000.0						2014-07-16T02:00Z	16	7	2014	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	687960			CC_BY_NC_4_0		Ebbe Vesterhede			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250022927	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:687961	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Fasanskoven	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.6	12.54	5000.0						2014-07-16T02:00Z	16	7	2014	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	687961			CC_BY_NC_4_0		Ebbe Vesterhede			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250018983	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:683309	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Glatved Strand	ab76e54b-a6cf-4024-9e29-30df1e2f6383	56.33	10.86	5000.0						2014-07-18T02:00Z	18	7	2014	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	683309			CC_BY_NC_4_0		Valter Hansen			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250018894	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:683308	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Glatved Strand	ab76e54b-a6cf-4024-9e29-30df1e2f6383	56.33	10.86	5000.0						2014-07-12T02:00Z	12	7	2014	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	683308			CC_BY_NC_4_0		Valter Hansen			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1250012993	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:677306	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Rosenvold	ab76e54b-a6cf-4024-9e29-30df1e2f6383	55.72	9.874144	5000.0						2014-07-17T02:00Z	17	7	2014	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	677306			CC_BY_NC_4_0		John Søby Nielsen			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1250007880	87b6acb8-4db2-4769-93ca-e086040dfe14	urn:catalog:DanishLepidopterologicalSociety:Bugbase:672144	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis	Nymphalis xanthomelas		SPECIES	Nymphalis xanthomelas Denis & Schiffermüller, 1775	DK	Bøtø Plantage	ab76e54b-a6cf-4024-9e29-30df1e2f6383	54.6	12.0	5000.0						2014-07-11T02:00Z	11	7	2014	5130587	5130587	HUMAN_OBSERVATION	DanishLepidopterologicalSociety	Bugbase	672144			CC_BY_NC_4_0		Gert Jeppesen			2017-02-19T03:02Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
